source,id,date,ownership,chosen_animal,companion_livestock,animal_experience - Dog,animal_experience - Cat,animal_experience - Fish,animal_experience - Bird,animal_experience - Rabbit,animal_experience - Ferret,"animal_experience - Small rodent (e.g., hamster, gerbil, chinchilla)",animal_experience - Reptile,animal_experience - Horse,animal_experience - Cow,animal_experience - Pig,animal_experience - Goat,animal_experience - Sheep,animal_experience - Llama,animal_experience - Poultry,animal_experience - Small animal,animal_experience - Large animal,animal_experience - Other,animal_activities - Feeding,animal_activities - Cleaning,animal_activities - Grooming,animal_activities - Training,animal_activities - Petting/playing,animal_activities - Engaging in therapy sessions,animal_activities - Riding/handling,animal_activities - Horseback riding,animal_activities - Dog showing or livestock competitions,animal_activities - Animal-related club or extracurricular activity,animal_activities - Volunteering in an animal shelter or animal therapy program,activities_score,care_score,ccas1,ccas2,ccas3,ccas4,ccas5,ccas6,ccas7,ccas8,ccas9,ccas10,ccas11,laps1,laps2,laps3,laps4,laps5,laps6,laps7,laps8,laps9,laps10,laps11,attach1,attach2,attach3,mrcps1,mrcps2,mrcps3,mrcps4,aas1,aas2,aas3,aas4,aas5,aas6,aas7,aas8,aas9,aas10,animaluse1,animaluse2,caring1_1,caring1_2,caring2_1,caring2_2,caring3_1,caring3_2,character_conbeh1,character_conbeh2,character_perval1,character_perval2,character_soccon1,character_soccon2,character_valdiv1,character_valdiv2,competence_accomp1,competence_accomp2,competence_physcomp1,competence_physcomp2,competence_soccomp1,competence_soccomp2,confidence_appear1,confidence_appear2,confidence_posid1,confidence_posid2,confidence_selfworth1,confidence_selfworth2,connection_confam1,connection_confam2,connection_conneigh1,connection_conneigh2,connection_conpeer1,connection_conpeer2,connection_consch1,connection_consch2,contribution1_1,contribution1_2,contribution1_3,contribution1_4,contribution2_1,contribution2_2,contribution2_3,contribution2_4,contribution3_1,contribution3_2,contribution3_3,contribution3_4,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,cesd12,cesd13,cesd14,cesd15,cesd16,cesd17,cesd18,cesd19,cesd20,stait1,stait2,stait3,stait4,stait5,stait6,stait7,stait8,stait9,stait10,stait11,stait12,stait13,stait14,stait15,stait16,stait17,stait18,stait19,stait20,isr1,isr2,isr3,isr4,isr5,isr6,isr7,isr8,isr9,isr10,isr11,isr12,isr13,isr14,isr15,isr16,isr17,isr18,esa,showanimals_yesno,showanimals_frequency,showanimals_level,ffa4h_membership,ffa4h_years,ffa4h_animal,ffa4h_responsibility,ffa4h_compassion,ffa4h_respect,gender,race - Latina/o/x or Hispanic or heritage from a Latin American country,race - African American/Black,race - Native American/American Indian/Indigenous,race - Middle Eastern/Arab/Turkish/Iranian,race - Asian/Asian American/Pacific Islander,race - White/European American,race - Biracial/multiracial,race - I would prefer not to answer,rural_urban,relationship,income,class_rank,major
CASNR,CASNR_198,2022-03-30T22:31:51Z,No,Cat,1,4,5,2,1,2,1,1,1,2,4,2,4,2,1,2,NA,NA,NA,0,0,0,0,4,0,0,NA,NA,NA,NA,4,0,5,2,2,5,5,5,5,5,5,5,2,2,2,5,5,5,4,4,4,3,5,5,NA,NA,NA,5,5,5,4,1,4,2,4,2,5,4,1,4,4,NA,NA,5,5,5,5,5,4,4,4,3,4,5,4,2,5,5,5,1,1,2,3,4,4,4,4,4,4,3,5,4,4,4,4,4,3,5,4,5,5,5,5,4,5,3,1,5,5,1,0,0,0,1,1,1,1,0,2,2,0,1,0,0,1,1,1,0,2,2,3,2,2,1,2,2,1,2,2,1,2,2,3,2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,1,Local,4-H and FFA,7,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,Married,"$25,000 - $49,999",NA,NA
CASNR,CASNR_199,2022-03-30T22:32:57Z,Yes,Cow,2,4,4,1,1,1,1,4,1,2,5,3,2,2,1,2,NA,NA,NA,5,5,4,4,2,0,3,NA,NA,NA,NA,9,14,4,5,3,5,5,5,3,5,5,5,5,2,4,5,1,5,5,5,1,4,4,2,NA,NA,NA,5,5,5,3,1,2,1,4,4,2,2,1,2,1,NA,NA,4,4,4,3,4,3,3,5,4,5,4,3,4,5,3,5,2,2,3,2,2,3,3,3,3,3,4,4,2,3,4,5,3,3,3,4,3,4,4,3,1,2,2,1,1,4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2,2,0,0,1,3,2,3,1,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,2,Local; State,4-H and FFA,4,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,In a long-term relationship,"$50,000 - $74,999",NA,NA
CASNR,CASNR_200,2022-03-30T22:49:19Z,Yes,Dog,1,5,1,3,2,1,1,1,1,2,2,1,1,1,1,2,NA,NA,NA,5,3,1,4,5,0,0,NA,NA,NA,NA,9,9,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4,3,5,5,5,5,NA,NA,NA,4,2,2,4,2,4,1,4,2,3,2,2,5,2,NA,NA,4,4,4,4,2,1,4,3,2,4,4,1,2,4,3,3,4,3,4,4,3,3,4,5,4,5,5,4,3,2,4,5,2,2,3,3,3,5,5,4,1,2,2,1,1,4,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,FFA only,2,No,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,In a long-term relationship,"More than $150,000",NA,NA
CASNR,CASNR_201,2022-03-30T23:09:05Z,Yes,Horse,2,5,3,2,2,3,1,2,3,5,5,4,5,2,1,4,NA,NA,NA,5,5,5,4,5,0,4,NA,NA,NA,NA,13,15,5,4,3,5,5,5,4,4,4,4,4,2,2,4,4,5,4,3,4,5,5,4,NA,NA,NA,5,4,4,4,1,4,2,2,2,4,2,1,3,3,NA,NA,4,4,4,3,4,4,3,4,3,3,3,3,2,3,3,4,1,1,2,1,1,1,4,3,3,3,2,4,2,2,3,3,2,3,2,4,4,4,4,4,2,2,3,1,2,4,1,0,0,1,2,1,1,1,0,1,2,0,1,0,0,1,0,1,1,0,2,2,2,3,2,3,3,2,2,2,1,3,3,4,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,4,Local,4-H only,9,Yes,5,4,4,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,In a long-term relationship,I would prefer not to answer,NA,NA
CASNR,CASNR_202,2022-03-30T23:10:55Z,No,Dog,1,5,5,3,3,2,2,2,5,3,1,1,1,1,1,1,NA,NA,NA,5,5,3,5,5,0,5,NA,NA,NA,NA,15,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,4,4,5,2,2,4,2,2,5,4,2,5,4,NA,NA,3,3,5,3,3,4,4,5,3,4,3,3,2,2,4,3,2,1,2,2,2,1,2,2,2,2,5,3,2,3,3,5,4,3,1,4,5,4,4,5,1,3,4,1,4,5,2,3,2,2,2,2,2,2,1,0,3,2,1,3,0,2,3,2,1,0,3,4,3,4,2,4,2,3,4,3,2,4,3,4,2,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,Dating someone,I would prefer not to answer,NA,NA
CASNR,CASNR_203,2022-03-30T23:18:34Z,Yes,Horse,1,4,4,2,1,1,1,1,1,5,2,2,1,1,2,2,NA,NA,NA,4,4,4,4,5,4,4,NA,NA,NA,NA,17,12,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,NA,NA,NA,4,4,4,4,1,4,4,4,1,4,4,1,5,1,NA,NA,4,3,4,3,3,1,4,4,4,5,4,2,4,5,1,2,3,2,4,1,1,2,1,2,2,1,1,3,1,2,4,4,2,3,2,3,4,5,4,5,1,1,4,1,1,5,2,2,2,3,3,3,3,3,3,1,1,3,1,3,0,3,1,3,2,3,4,4,3,4,4,4,3,4,4,4,2,4,4,2,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,2,Local,4-H only,2,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Small city,"Single, never married","$50,000 - $74,999",NA,NA
CASNR,CASNR_204,2022-03-30T23:19:56Z,Yes,Dog,1,5,5,3,2,2,1,4,5,2,2,1,1,1,1,2,NA,NA,NA,5,5,4,5,5,3,5,NA,NA,NA,NA,18,14,4,3,4,4,4,5,4,4,5,4,4,3,4,5,4,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,1,5,5,5,1,5,1,5,3,NA,NA,1,1,1,1,1,1,4,2,3,3,2,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,4,5,1,1,3,5,4,1,1,4,3,3,5,1,2,3,3,3,3,2,3,1,3,3,2,2,3,2,1,2,0,3,0,0,0,0,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Small city,"Single, never married",I would prefer not to answer,NA,NA
CASNR,CASNR_205,2022-03-31T00:02:06Z,No,Cow,2,5,5,3,3,2,1,2,1,4,5,3,3,3,2,4,NA,NA,NA,1,0,0,0,0,0,1,NA,NA,NA,NA,1,1,3,4,2,5,5,5,4,5,4,5,2,2,2,3,1,4,3,5,2,3,4,4,NA,NA,NA,2,4,5,4,1,1,1,1,4,3,2,1,2,2,NA,NA,4,4,3,3,3,3,4,4,4,5,4,3,2,4,4,5,5,4,3,3,4,4,5,5,4,5,5,4,4,3,4,4,4,3,4,4,4,5,5,3,3,2,3,1,3,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,1,Local,4-H and FFA,10,Yes,5,5,5,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,"Less than $10,000",NA,NA
CASNR,CASNR_206,2022-03-31T00:04:51Z,No,Dog,1,4,3,4,2,2,1,2,2,3,3,1,1,1,1,2,NA,NA,NA,5,1,1,4,5,0,0,NA,NA,NA,NA,9,7,4,2,4,4,4,4,4,4,4,4,4,2,3,3,3,2,3,3,3,3,3,3,NA,NA,NA,2,2,2,2,1,3,1,1,3,3,2,1,3,1,NA,NA,5,5,5,5,5,5,4,2,4,5,5,3,3,2,3,3,3,2,2,3,3,2,3,5,4,4,3,4,2,3,4,4,4,4,4,5,3,5,5,5,1,1,2,1,4,5,1,1,1,1,2,2,2,0,1,2,2,0,0,2,0,0,0,2,1,2,2,3,1,3,2,3,2,3,3,2,2,2,3,3,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,NA,1,NA,Small city,"Single, never married","$75,000 - $99,999",NA,NA
CASNR,CASNR_207,2022-03-31T00:05:39Z,No,Dog,1,5,5,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,5,3,1,2,5,0,0,NA,NA,NA,NA,7,9,5,4,5,5,5,3,5,4,5,5,5,4,3,4,4,2,4,4,4,5,5,5,NA,NA,NA,5,5,5,5,2,5,4,4,4,4,5,2,4,3,NA,NA,4,4,4,4,4,4,5,5,4,4,4,1,1,4,5,5,2,1,1,1,2,2,3,4,3,3,2,3,2,2,4,4,3,3,3,4,3,3,3,3,1,2,4,1,5,4,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,2,0,0,2,1,3,3,2,2,2,1,3,2,1,4,4,4,2,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,In a long-term relationship,I would prefer not to answer,NA,NA
CASNR,CASNR_208,2022-03-31T00:27:28Z,Yes,Cat,1,3,5,3,1,1,1,3,2,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,0,5,0,0,NA,NA,NA,NA,5,0,3,3,2,2,3,4,4,2,2,4,2,1,1,3,1,2,1,1,3,3,2,4,NA,NA,NA,3,3,2,2,1,2,1,4,2,4,3,5,3,2,NA,NA,4,3,4,2,4,2,2,4,3,4,3,2,2,3,5,5,2,2,3,3,3,3,5,4,4,3,2,3,2,3,5,5,2,2,3,4,4,3,4,3,5,2,2,2,4,4,1,0,1,0,3,1,2,1,1,1,0,0,1,2,0,1,0,1,2,3,1,2,3,2,2,4,1,1,1,1,2,2,2,4,3,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,4-H only,3,No,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Small city,"Single, never married","$75,000 - $99,999",NA,NA
CASNR,CASNR_209,2022-03-31T00:37:19Z,No,Dog,1,5,3,2,3,2,1,5,2,2,2,1,2,4,3,2,NA,NA,NA,4,5,4,3,5,0,0,NA,NA,NA,NA,8,13,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,5,2,5,5,NA,NA,4,4,4,5,5,5,2,2,3,3,3,3,3,4,3,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,3,2,5,4,4,4,4,3,2,4,2,3,4,3,2,3,2,3,3,1,2,3,3,3,2,2,3,1,2,3,3,3,3,3,4,3,4,3,3,3,4,3,3,4,4,3,3,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,FFA only,4,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Small city,"Single, never married","Less than $10,000",NA,NA
CASNR,CASNR_210,2022-03-31T01:02:26Z,Yes,Cat,1,5,5,2,1,1,1,3,2,2,2,1,1,1,1,2,NA,NA,NA,5,5,3,0,5,0,0,NA,NA,NA,NA,5,13,5,4,4,5,5,5,5,5,5,5,4,3,3,5,3,5,4,4,5,5,5,5,NA,NA,NA,5,5,4,5,2,5,4,4,4,2,5,2,5,4,NA,NA,4,4,4,2,3,2,2,2,3,3,4,4,3,4,3,2,1,2,4,2,1,1,2,2,2,2,1,2,2,1,2,2,3,3,5,3,3,4,4,3,1,1,4,1,1,5,2,1,3,2,3,2,2,2,1,1,2,2,1,1,2,2,0,2,1,2,3,2,3,3,2,4,3,3,4,3,1,3,2,3,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,I would prefer not to answer,NA,NA,NA,NA,NA,1,NA,NA,Small city,"Single, never married","$25,000 - $49,999",NA,NA
CASNR,CASNR_211,2022-03-31T01:05:31Z,Yes,Dog,1,5,5,2,2,4,2,3,2,2,2,1,1,1,1,2,NA,NA,NA,5,5,4,5,5,3,3,NA,NA,NA,NA,16,14,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,3,5,5,5,2,3,4,4,2,5,5,1,5,5,NA,NA,5,5,5,5,5,2,5,5,5,4,5,4,3,5,4,4,4,3,3,3,3,2,3,5,2,4,5,4,4,5,5,5,3,3,4,4,4,5,5,5,1,2,2,1,2,5,3,3,2,2,3,2,3,1,0,1,3,1,3,0,0,2,0,2,2,3,2,4,2,3,1,4,3,4,4,2,3,3,3,3,1,2,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Small city,Dating someone,"$50,000 - $74,999",NA,NA
CASNR,CASNR_212,2022-03-31T01:07:32Z,No,Dog,1,4,4,3,2,2,1,2,3,3,2,2,4,3,4,3,NA,NA,NA,4,1,2,3,5,1,0,NA,NA,NA,NA,9,7,5,5,5,5,5,5,5,5,5,5,5,3,2,5,4,5,4,5,5,5,5,4,NA,NA,NA,5,5,4,5,2,3,1,4,4,3,2,1,3,4,NA,NA,4,5,5,4,5,5,3,2,4,5,5,2,2,4,2,3,2,1,3,1,3,2,4,2,2,2,1,2,2,1,4,4,3,2,3,5,3,4,5,5,3,2,4,1,5,4,1,2,0,2,2,0,1,1,0,0,2,1,0,0,1,0,0,1,1,0,3,2,3,1,1,3,3,2,3,2,1,2,4,3,2,3,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,1,Local,4-H only,4,No,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,Dating someone,I would prefer not to answer,NA,NA
CASNR,CASNR_213,2022-03-31T01:16:02Z,No,Small rodent,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,5,3,3,3,0,3,0,NA,NA,NA,NA,6,11,5,4,2,4,4,3,3,4,3,3,1,3,3,2,3,3,2,3,4,3,4,3,NA,NA,NA,2,2,3,3,3,3,4,3,3,4,3,2,4,4,NA,NA,4,4,4,5,5,5,5,4,5,4,4,5,4,4,4,5,3,2,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,1,4,5,5,5,3,3,1,2,5,5,0,0,0,1,1,NA,2,2,0,1,1,1,2,1,0,1,0,0,1,0,2,3,3,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,1,NA,NA,NA,Big city,"Single, never married","$25,000 - $49,999",NA,NA
CASNR,CASNR_214,2022-03-31T01:18:52Z,Yes,Cat,1,5,5,4,2,2,2,4,4,3,3,1,2,1,1,2,NA,NA,NA,5,4,2,0,5,3,0,NA,NA,NA,NA,8,11,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,4,5,2,5,3,5,4,3,5,3,1,4,NA,NA,5,4,4,5,4,5,4,4,4,3,4,3,3,4,4,4,3,2,1,2,2,2,2,4,3,3,4,4,2,3,4,3,4,4,3,4,4,4,5,5,3,1,3,1,4,5,1,1,1,1,0,2,3,1,0,1,2,1,0,2,1,2,0,2,2,1,2,1,NA,1,1,3,3,3,2,2,1,3,2,3,1,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,,FFA only,3,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Small city,In a long-term relationship,"$50,000 - $74,999",NA,NA
CASNR,CASNR_215,2022-03-31T01:26:51Z,No,Dog,1,5,2,3,1,1,1,5,3,1,1,1,1,1,1,1,NA,NA,NA,5,3,5,5,5,5,5,NA,NA,NA,NA,20,13,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,1,3,5,2,4,4,3,2,2,3,NA,NA,4,3,4,3,3,2,4,4,3,4,4,4,2,3,5,4,3,1,2,2,2,2,3,4,3,3,4,4,2,1,4,5,3,4,3,4,3,4,4,3,1,1,3,1,3,4,0,1,1,1,2,1,1,1,0,1,2,1,1,2,1,1,0,2,1,0,2,2,2,2,2,4,3,2,2,2,1,2,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Suburban,In a long-term relationship,I would prefer not to answer,NA,NA
CASNR,CASNR_216,2022-03-31T01:33:59Z,Yes,Cat,1,4,5,2,1,2,1,1,1,2,2,2,2,2,1,2,NA,NA,NA,4,3,0,1,5,0,3,NA,NA,NA,NA,9,7,4,5,5,4,4,5,4,4,5,4,5,5,5,3,4,4,4,4,5,5,4,4,NA,NA,NA,3,4,4,4,1,3,1,3,4,3,4,2,5,4,NA,NA,4,4,4,4,3,3,4,2,4,3,3,4,2,3,4,5,3,2,3,2,3,3,3,4,4,4,3,4,3,3,4,4,4,4,3,4,3,4,4,3,2,2,3,1,3,4,0,0,1,1,1,1,2,2,1,1,1,1,1,2,2,1,0,1,2,1,2,2,2,3,1,3,1,2,3,2,1,2,3,3,1,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$50,000 - $74,999",NA,NA
CASNR,CASNR_217,2022-03-31T01:37:17Z,Yes,Dog,1,5,5,3,2,3,1,2,1,2,2,1,2,2,1,2,NA,NA,NA,5,1,3,1,5,0,0,NA,NA,NA,NA,6,9,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,4,5,5,2,5,2,4,5,3,5,2,5,4,NA,NA,5,5,5,4,5,4,5,4,4,5,5,5,3,5,4,3,2,1,2,1,2,3,4,4,4,4,5,5,4,4,5,5,3,4,3,4,5,5,5,5,1,2,4,1,4,4,1,1,0,2,1,0,3,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,3,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,Married,"More than $150,000",NA,NA
CASNR,CASNR_218,2022-03-31T01:39:14Z,Yes,Dog,1,5,2,5,2,3,1,1,1,2,2,4,4,1,1,1,NA,NA,NA,5,2,2,4,5,0,0,NA,NA,NA,NA,9,9,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,2,5,1,5,1,1,3,4,2,1,4,4,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,2,1,3,5,2,1,3,5,3,4,5,5,5,5,5,5,4,4,3,5,4,5,5,5,2,2,4,1,3,5,1,1,1,1,2,0,1,1,1,2,2,0,0,1,1,0,1,1,1,1,2,2,2,3,2,3,2,2,4,1,1,4,1,2,2,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,1,Local,4-H and FFA,8,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,In a long-term relationship,"$50,000 - $74,999",NA,NA
CASNR,CASNR_219,2022-03-31T01:46:53Z,Yes,Dog,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,5,0,1,0,5,0,0,NA,NA,NA,NA,5,6,5,5,5,5,5,5,5,5,4,5,5,4,4,3,5,5,4,4,5,5,5,5,NA,NA,NA,4,2,2,4,1,2,1,2,2,1,2,1,5,4,NA,NA,4,4,3,4,3,3,5,4,4,4,5,4,1,2,5,5,1,1,2,2,3,3,3,5,3,4,3,5,5,4,3,4,4,5,3,4,5,5,5,4,1,3,5,1,4,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,4-H and FFA,6,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,In a long-term relationship,"$75,000 - $99,999",NA,NA
CASNR,CASNR_220,2022-03-31T02:03:59Z,No,Cow,2,4,4,2,1,3,1,1,1,4,4,4,1,1,1,3,NA,NA,NA,5,0,0,0,0,0,4,NA,NA,NA,NA,4,5,4,5,5,5,4,5,5,5,3,5,3,4,3,4,5,4,3,5,2,2,5,3,NA,NA,NA,3,4,4,4,1,4,1,4,2,3,4,2,5,4,NA,NA,5,3,4,4,4,4,4,2,3,5,4,2,2,2,4,4,4,2,3,3,3,4,5,4,5,5,5,5,3,2,5,5,3,2,3,4,4,4,3,4,2,2,3,2,4,3,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,1,1,3,3,1,3,2,1,1,3,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,,4-H and FFA,5,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$50,000 - $74,999",NA,NA
CASNR,CASNR_221,2022-03-31T02:06:40Z,No,Horse,2,5,3,1,2,1,1,1,2,5,5,2,2,3,1,1,NA,NA,NA,2,5,5,4,2,1,4,NA,NA,NA,NA,11,12,4,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3,4,5,5,NA,NA,NA,5,3,3,4,1,4,4,2,2,2,2,2,3,2,NA,NA,3,4,3,2,3,3,4,2,3,4,3,3,3,4,4,5,2,3,2,2,2,1,3,4,1,3,4,4,3,4,3,3,4,4,3,5,4,4,4,3,5,2,2,4,5,4,2,1,2,1,3,1,2,1,0,2,2,0,2,2,2,1,2,1,3,2,3,4,3,3,2,3,3,3,3,2,1,4,3,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,4,National,4-H and FFA,10,Yes,5,5,5,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,"$100,000 - $149,999",NA,NA
